19:13 $ vw-varinfo ~/Documents/scratch/OpenNMT-py/vw/discriminator/data/wmt16_train.vw
FeatureName            HashVal   MinVal   MaxVal    Weight   RelScore
chart                   202457     0.00     0.00   +0.0636      4.01%
tracks                  227065     0.00     0.00   +0.0636      4.01%
Isuzu                    93179     0.00     0.00   +0.0636      4.00%
burning                 137278     0.00     0.00   +0.0635      4.00%
Chevron                 108697     0.00     0.00   +0.0632      3.98%
Inspectors              141161     0.00     0.00   +0.0632      3.98%
collided                139939     0.00     0.00   +0.0632      3.98%
doorway                  82054     0.00     0.00   +0.0631      3.98%
capture                 111000     0.00     0.00   +0.0631      3.98%
roper                    25554     0.00     0.00   +0.0631      3.98%
organize                214521     0.00     0.00   +0.0630      3.97%
meadow                  143066     0.00     0.00   +0.0630      3.97%
ascends                  16420     0.00     0.00   +0.0630      3.97%
climber                 231914     0.00     0.00   +0.0630      3.97%
dough                     5788     0.00     0.00   +0.0629      3.96%
Sooners                 210585     0.00     0.00   +0.0629      3.96%
Fatigued                229974     0.00     0.00   +0.0628      3.96%
cheered                  74532     0.00     0.00   +0.0628      3.96%
Irish                    67018     0.00     0.00   +0.0627      3.95%
professionals           182742     0.00     0.00   +0.0625      3.94%
fight                   123742     0.00     0.00   +0.0623      3.92%
mounds                  123742     0.00     0.00   +0.0623      3.92%
GlamWiki                253860     0.00     0.00   +0.0623      3.92%
gardening                82076     0.00     0.00   +0.0623      3.92%
herding                 220503     0.00     0.00   +0.0623      3.92%
geyser                  110807     0.00     0.00   +0.0622      3.92%
unclear                  39568     0.00     0.00   +0.0621      3.91%
briefcases              108823     0.00     0.00   +0.0621      3.91%
satchels                102635     0.00     0.00   +0.0621      3.91%
grill                    70166     0.00     0.00   +0.0620      3.91%
singers                 197179     0.00     0.00   +0.0620      3.91%
corn                     13095     0.00     0.00   +0.0619      3.90%
drawn                   106313     0.00     0.00   +0.0618      3.90%
paving                   24406     0.00     0.00   +0.0618      3.89%
flute                    62894     0.00     0.00   +0.0618      3.89%
ordering                222413     0.00     0.00   +0.0618      3.89%
seafood                  61191     0.00     0.00   +0.0618      3.89%
tights                  228473     0.00     0.00   +0.0618      3.89%
%                       143103     0.00     0.00   +0.0617      3.89%
Comical                 167294     0.00     0.00   +0.0617      3.88%
fist                     12184     0.00     0.00   +0.0617      3.88%
microscopes             121709     0.00     0.00   +0.0616      3.88%
supervised               51705     0.00     0.00   +0.0616      3.88%
coloring                173550     0.00     0.00   +0.0616      3.88%
scoops                  250736     0.00     0.00   +0.0615      3.88%
baked                   252862     0.00     0.00   +0.0615      3.87%
overcast                213259     0.00     0.00   +0.0615      3.87%
sands                    71112     0.00     0.00   +0.0615      3.87%
camaraderie             250628     0.00     0.00   +0.0615      3.87%
plain                   256121     0.00     0.00   +0.0614      3.87%
scrubby                 190954     0.00     0.00   +0.0614      3.87%
shute                   190954     0.00     0.00   +0.0614      3.87%
shoes                     4077     0.00     0.00   +0.0613      3.86%
Theatre                  50589     0.00     0.00   +0.0611      3.85%
sheepdog                 50589     0.00     0.00   +0.0611      3.85%
Swamp                   203074     0.00     0.00   +0.0610      3.84%
sail                     77043     0.00     0.00   +0.0610      3.84%
sideways                 77875     0.00     0.00   +0.0609      3.84%
cane                     49566     0.00     0.00   +0.0609      3.83%
Jesus                   242259     0.00     0.00   +0.0608      3.83%
warning                 255461     0.00     0.00   +0.0608      3.83%
kite                    106936     0.00     0.00   +0.0608      3.83%
toys                    205044     0.00     0.00   +0.0606      3.82%
feline                  103638     0.00     0.00   +0.0606      3.82%
wooded                  103638     0.00     0.00   +0.0606      3.82%
studying                 96849     0.00     0.00   +0.0606      3.82%
necks                   198161     0.00     0.00   +0.0605      3.81%
Donald                   33473     0.00     0.00   +0.0604      3.80%
Driver                  255479     0.00     0.00   +0.0604      3.80%
Rodgers                 115107     0.00     0.00   +0.0604      3.80%
apparatus               116316     0.00     0.00   +0.0603      3.80%
Market                  211608     0.00     0.00   +0.0603      3.80%
flops                   197840     0.00     0.00   +0.0603      3.80%
rioting                  28058     0.00     0.00   +0.0602      3.79%
bespectacled            150432     0.00     0.00   +0.0602      3.79%
drying                  221313     0.00     0.00   +0.0602      3.79%
factory                 239950     0.00     0.00   +0.0602      3.79%
posters                  60271     0.00     0.00   +0.0602      3.79%
showcasing              133337     0.00     0.00   +0.0602      3.79%
Morse                    42207     0.00     0.00   +0.0601      3.79%
Bruce                    24149     0.00     0.00   +0.0601      3.79%
Springsteen             153823     0.00     0.00   +0.0601      3.79%
healthcare               87496     0.00     0.00   +0.0601      3.78%
Crouched                158393     0.00     0.00   +0.0599      3.78%
flotation               187846     0.00     0.00   +0.0599      3.78%
learning                127344     0.00     0.00   +0.0598      3.77%
Bank                     36396     0.00     0.00   +0.0598      3.77%
Mercury                 229129     0.00     0.00   +0.0598      3.77%
PNC                     117416     0.00     0.00   +0.0598      3.77%
Grant                   191381     0.00     0.00   +0.0598      3.77%
caddy                   101853     0.00     0.00   +0.0598      3.77%
scorekeeper             109495     0.00     0.00   +0.0598      3.77%
waited                   93396     0.00     0.00   +0.0598      3.77%
artwork                 142458     0.00     0.00   +0.0598      3.77%
approaches              148881     0.00     0.00   +0.0598      3.76%
converge                163032     0.00     0.00   +0.0597      3.76%
lacrosse                 99561     0.00     0.00   +0.0597      3.76%
gog                     191404     0.00     0.00   +0.0596      3.76%
licking                  51557     0.00     0.00   +0.0596      3.76%
bowling                 202701     0.00     0.00   +0.0596      3.76%
pulling                 214941     0.00     0.00   +0.0594      3.74%
turquoise               210601     0.00     0.00   +0.0593      3.74%
color                    47554     0.00     0.00   +0.0593      3.74%
vibrant                  21945     0.00     0.00   +0.0593      3.74%
walked                  175913     0.00     0.00   +0.0592      3.73%
sunbathe                151218     0.00     0.00   +0.0592      3.73%
drunk                    48663     0.00     0.00   +0.0592      3.73%
milk                    216150     0.00     0.00   +0.0592      3.73%
curb                    210464     0.00     0.00   +0.0592      3.73%
centered                 93994     0.00     0.00   +0.0591      3.72%
straps                  244582     0.00     0.00   +0.0591      3.72%
gladiator                28622     0.00     0.00   +0.0590      3.72%
hipsters                 62033     0.00     0.00   +0.0590      3.71%
reacting                255159     0.00     0.00   +0.0590      3.71%
shocking                246747     0.00     0.00   +0.0590      3.71%
fired                    22338     0.00     0.00   +0.0589      3.71%
gunshots                110914     0.00     0.00   +0.0589      3.71%
cultivate               129967     0.00     0.00   +0.0589      3.71%
farmer                  129967     0.00     0.00   +0.0589      3.71%
greeting                  9123     0.00     0.00   +0.0589      3.71%
oxen                    164317     0.00     0.00   +0.0589      3.71%
peasant                 225433     0.00     0.00   +0.0589      3.71%
plowing                   9123     0.00     0.00   +0.0589      3.71%
smiley                  224034     0.00     0.00   +0.0589      3.71%
jackhammers             194437     0.00     0.00   +0.0588      3.70%
vested                  165954     0.00     0.00   +0.0588      3.70%
PENSKE                    1164     0.00     0.00   +0.0588      3.70%
Racing                   71925     0.00     0.00   +0.0588      3.70%
TEAM                    182973     0.00     0.00   +0.0588      3.70%
banners                 122592     0.00     0.00   +0.0588      3.70%
apron                   223025     0.00     0.00   +0.0587      3.70%
served                  212807     0.00     0.00   +0.0587      3.70%
Grand                   141630     0.00     0.00   +0.0587      3.70%
Opening                 228532     0.00     0.00   +0.0587      3.70%
Beside                  231025     0.00     0.00   +0.0587      3.69%
congratulations         152424     0.00     0.00   +0.0587      3.69%
hugs                     55355     0.00     0.00   +0.0587      3.69%
sofa                    129872     0.00     0.00   +0.0586      3.69%
placed                  175525     0.00     0.00   +0.0586      3.69%
injured                 138679     0.00     0.00   +0.0585      3.68%
sniffing                220540     0.00     0.00   +0.0585      3.68%
whom                    220797     0.00     0.00   +0.0584      3.68%
sculpture                36083     0.00     0.00   +0.0584      3.68%
performance3            213667     0.00     0.00   +0.0584      3.68%
tugging                 211856     0.00     0.00   +0.0582      3.67%
cleaner                 249753     0.00     0.00   +0.0582      3.67%
2.52                     75437     0.00     0.00   +0.0582      3.66%
h                       176851     0.00     0.00   +0.0582      3.66%
aged                     66628     0.00     0.00   +0.0582      3.66%
shadowed                240150     0.00     0.00   +0.0580      3.66%
snacks                   28530     0.00     0.00   +0.0580      3.65%
ballerinas              125605     0.00     0.00   +0.0578      3.64%
block                    31536     0.00     0.00   +0.0577      3.64%
aerial                   75436     0.00     0.00   +0.0577      3.63%
beam                     75436     0.00     0.00   +0.0577      3.63%
toting                   41383     0.00     0.00   +0.0576      3.63%
coast                    46480     0.00     0.00   +0.0575      3.62%
stocking                169383     0.00     0.00   +0.0575      3.62%
evenly                   63289     0.00     0.00   +0.0573      3.61%
Long                    126585     0.00     0.00   +0.0573      3.61%
Magpie                   57286     0.00     0.00   +0.0573      3.61%
sushi                   116541     0.00     0.00   +0.0573      3.61%
House                   189082     0.00     0.00   +0.0572      3.60%
Thai                     41538     0.00     0.00   +0.0572      3.60%
liquor                  232384     0.00     0.00   +0.0572      3.60%
workman                  23165     0.00     0.00   +0.0572      3.60%
cables                  223044     0.00     0.00   +0.0572      3.60%
highway                 155025     0.00     0.00   +0.0571      3.60%
mock                    147088     0.00     0.00   +0.0571      3.60%
Festival                209995     0.00     0.00   +0.0570      3.59%
sensei                   82431     0.00     0.00   +0.0570      3.59%
bottle                  167675     0.00     0.00   +0.0570      3.59%
airport                 129629     0.00     0.00   +0.0569      3.59%
snowmobile              135183     0.00     0.00   +0.0569      3.59%
wheelie                  92725     0.00     0.00   +0.0569      3.59%
peaks                   223995     0.00     0.00   +0.0569      3.58%
kaleidoscope            182223     0.00     0.00   +0.0568      3.58%
Actors                  114555     0.00     0.00   +0.0567      3.57%
comfortably              92727     0.00     0.00   +0.0567      3.57%
excess                  209651     0.00     0.00   +0.0567      3.57%
fit                     148369     0.00     0.00   +0.0567      3.57%
salmon                   46231     0.00     0.00   +0.0567      3.57%
trims                    48991     0.00     0.00   +0.0567      3.57%
spectacular             237183     0.00     0.00   +0.0567      3.57%
Guitarist               190691     0.00     0.00   +0.0566      3.56%
strums                  116612     0.00     0.00   +0.0566      3.56%
occupied                163761     0.00     0.00   +0.0565      3.56%
N.Y.                    244584     0.00     0.00   +0.0564      3.56%
palm                    240259     0.00     0.00   +0.0564      3.55%
lays                     52957     0.00     0.00   +0.0563      3.55%
Great                   156799     0.00     0.00   +0.0562      3.54%
Newly                   121597     0.00     0.00   +0.0562      3.54%
wedded                  178235     0.00     0.00   +0.0562      3.54%
involves                 64631     0.00     0.00   +0.0562      3.54%
vase                    139690     0.00     0.00   +0.0561      3.53%
tarp                    236043     0.00     0.00   +0.0560      3.53%
location                141233     0.00     0.00   +0.0559      3.52%
Aladdin                 216204     0.00     0.00   +0.0559      3.52%
Jasmine                 168850     0.00     0.00   +0.0559      3.52%
Muslim                  135222     0.00     0.00   +0.0558      3.51%
stall                    91261     0.00     0.00   +0.0558      3.51%
trooper                 200256     0.00     0.00   +0.0557      3.51%
referee                 248605     0.00     0.00   +0.0557      3.51%
spanish                 186060     0.00     0.00   +0.0557      3.51%
son                      76632     0.00     0.00   +0.0557      3.51%
downtown                224136     0.00     0.00   +0.0555      3.50%
acrobatic                92106     0.00     0.00   +0.0554      3.49%
orchard                  79786     0.00     0.00   +0.0554      3.49%
ripe                     79786     0.00     0.00   +0.0554      3.49%
rummage                 117060     0.00     0.00   +0.0554      3.49%
possessions             144100     0.00     0.00   +0.0553      3.49%
visitors                112671     0.00     0.00   +0.0553      3.49%
tape                    111317     0.00     0.00   +0.0553      3.48%
South                    74204     0.00     0.00   +0.0552      3.48%
Designer                 90820     0.00     0.00   +0.0552      3.48%
Graphics                195615     0.00     0.00   +0.0552      3.48%
drafting                186758     0.00     0.00   +0.0552      3.48%
indigo                  146393     0.00     0.00   +0.0552      3.48%
shrubs                  216729     0.00     0.00   +0.0552      3.48%
patient                  57743     0.00     0.00   +0.0551      3.47%
monks                     6007     0.00     0.00   +0.0551      3.47%
railway                 188284     0.00     0.00   +0.0551      3.47%
Walmart                 221108     0.00     0.00   +0.0550      3.47%
Injured                 142467     0.00     0.00   +0.0548      3.45%
chest                   238110     0.00     0.00   +0.0548      3.45%
declared                 45583     0.00     0.00   +0.0548      3.45%
campers                 147875     0.00     0.00   +0.0546      3.44%
Mustangs                  3792     0.00     0.00   +0.0545      3.43%
hoping                   39236     0.00     0.00   +0.0545      3.43%
flame                    29465     0.00     0.00   +0.0545      3.43%
torch                     8297     0.00     0.00   +0.0545      3.43%
DIEGO                   253733     0.00     0.00   +0.0545      3.43%
SAN                     207529     0.00     0.00   +0.0545      3.43%
trashcan                 67418     0.00     0.00   +0.0545      3.43%
make                    179569     0.00     0.00   +0.0544      3.43%
backup                  164044     0.00     0.00   +0.0544      3.42%
listens                 127377     0.00     0.00   +0.0543      3.42%
elbow                    45546     0.00     0.00   +0.0542      3.41%
jostle                  254557     0.00     0.00   +0.0542      3.41%
victory                 249538     0.00     0.00   +0.0542      3.41%
Relaxing                161960     0.00     0.00   +0.0540      3.40%
mac                      73669     0.00     0.00   +0.0538      3.39%
proudly                 135753     0.00     0.00   +0.0537      3.38%
snowman                  31650     0.00     0.00   +0.0537      3.38%
back                     67669     0.00     0.00   +0.0537      3.38%
body                     22953     0.00     0.00   +0.0537      3.38%
Counselors               90098     0.00     0.00   +0.0536      3.38%
upcoming                 10898     0.00     0.00   +0.0536      3.38%
skis                    102924     0.00     0.00   +0.0536      3.37%
nearly                  252822     0.00     0.00   +0.0535      3.37%
bowler                  258291     0.00     0.00   +0.0535      3.37%
grasshopper             134053     0.00     0.00   +0.0534      3.37%
combat                   46339     0.00     0.00   +0.0534      3.37%
samurai                 193907     0.00     0.00   +0.0534      3.37%
tubing                   46339     0.00     0.00   +0.0534      3.37%
shines                  112405     0.00     0.00   +0.0534      3.36%
shinning                149964     0.00     0.00   +0.0534      3.36%
shoeshine               248617     0.00     0.00   +0.0534      3.36%
puppies                 151657     0.00     0.00   +0.0533      3.36%
scottish                 76972     0.00     0.00   +0.0533      3.36%
grid                    258174     0.00     0.00   +0.0532      3.35%
participates             31051     0.00     0.00   +0.0531      3.35%
cabana                  199399     0.00     0.00   +0.0530      3.34%
dusk                    199399     0.00     0.00   +0.0530      3.34%
backyard                123012     0.00     0.00   +0.0530      3.34%
cobblestone              21829     0.00     0.00   +0.0530      3.34%
Ohio                    147269     0.00     0.00   +0.0528      3.33%
launching                15044     0.00     0.00   +0.0528      3.32%
marks                   258238     0.00     0.00   +0.0527      3.32%
attendant                46316     0.00     0.00   +0.0526      3.31%
miners                  231930     0.00     0.00   +0.0526      3.31%
Ballerinas               36051     0.00     0.00   +0.0526      3.31%
dip                      36051     0.00     0.00   +0.0526      3.31%
spotlights              224020     0.00     0.00   +0.0526      3.31%
cappuccinos              77027     0.00     0.00   +0.0523      3.29%
Arabian                 142192     0.00     0.00   +0.0522      3.29%
Rider                   153953     0.00     0.00   +0.0522      3.29%
tassels                  66418     0.00     0.00   +0.0522      3.29%
Latin                    53597     0.00     0.00   +0.0522      3.29%
adorned                 229182     0.00     0.00   +0.0522      3.28%
going                   102089     0.00     0.00   +0.0521      3.28%
multiple                130011     0.00     0.00   +0.0521      3.28%
greenery                210547     0.00     0.00   +0.0520      3.27%
positioned               80254     0.00     0.00   +0.0520      3.27%
shower                  215555     0.00     0.00   +0.0519      3.27%
showerhead              192580     0.00     0.00   +0.0519      3.27%
switch                  257118     0.00     0.00   +0.0518      3.26%
bathing                 175020     0.00     0.00   +0.0517      3.26%
electric                234086     0.00     0.00   +0.0517      3.25%
helplessly              162011     0.00     0.00   +0.0517      3.25%
quarterback              43329     0.00     0.00   +0.0517      3.25%
karts                    77567     0.00     0.00   +0.0515      3.24%
lamp                    124215     0.00     0.00   +0.0514      3.24%
serpentine              212881     0.00     0.00   +0.0510      3.22%
46                          46     0.00     0.00   +0.0509      3.21%
fenced                  205145     0.00     0.00   +0.0509      3.21%
serve                   187693     0.00     0.00   +0.0508      3.20%
trucks                  243843     0.00     0.00   +0.0508      3.20%
stacked                 215631     0.00     0.00   +0.0507      3.19%
icing                   231142     0.00     0.00   +0.0505      3.18%
licks                   187417     0.00     0.00   +0.0505      3.18%
signs                   163827     0.00     0.00   +0.0505      3.18%
screwdriver              75720     0.00     0.00   +0.0505      3.18%
products                   292     0.00     0.00   +0.0504      3.17%
unidentified             30473     0.00     0.00   +0.0502      3.16%
cheerfully              113485     0.00     0.00   +0.0502      3.16%
grins                    38758     0.00     0.00   +0.0502      3.16%
pushed                   70067     0.00     0.00   +0.0501      3.16%
ritual                   26688     0.00     0.00   +0.0501      3.16%
Bronislaw                93415     0.00     0.00   +0.0501      3.16%
Komorowski              241175     0.00     0.00   +0.0501      3.16%
McDonald                 82932     0.00     0.00   +0.0501      3.16%
dances                  167050     0.00     0.00   +0.0500      3.15%
pitchers                185161     0.00     0.00   +0.0499      3.15%
invention               114541     0.00     0.00   +0.0499      3.14%
Odd                      46647     0.00     0.00   +0.0499      3.14%
barrows                 119838     0.00     0.00   +0.0499      3.14%
lip                      77638     0.00     0.00   +0.0499      3.14%
speak                   140332     0.00     0.00   +0.0498      3.14%
seemingly               131484     0.00     0.00   +0.0497      3.13%
another                  61672     0.00     0.00   +0.0496      3.13%
quilted                  10368     0.00     0.00   +0.0495      3.12%
mane                     78307     0.00     0.00   +0.0494      3.11%
ticket                  226044     0.00     0.00   +0.0493      3.11%
vicinity                172218     0.00     0.00   +0.0493      3.10%
mic                     104693     0.00     0.00   +0.0492      3.10%
rallies                  49728     0.00     0.00   +0.0492      3.10%
athletics               103158     0.00     0.00   +0.0491      3.10%
oakland                 225529     0.00     0.00   +0.0491      3.10%
allow                   170894     0.00     0.00   +0.0490      3.09%
projector               183925     0.00     0.00   +0.0489      3.08%
Mom                      43490     0.00     0.00   +0.0488      3.08%
loafers                 260726     0.00     0.00   +0.0488      3.07%
penny                   244403     0.00     0.00   +0.0488      3.07%
pullover                 44420     0.00     0.00   +0.0488      3.07%
socks                    55411     0.00     0.00   +0.0488      3.07%
Motorcyclist            205224     0.00     0.00   +0.0488      3.07%
Surgeons                138093     0.00     0.00   +0.0487      3.07%
am                      219475     0.00     0.00   +0.0487      3.07%
intersection            133882     0.00     0.00   +0.0486      3.06%
competitive              24901     0.00     0.00   +0.0486      3.06%
tail                     32390     0.00     0.00   +0.0484      3.05%
testing                  96323     0.00     0.00   +0.0483      3.04%
monument                 86515     0.00     0.00   +0.0483      3.04%
atmosphere               58381     0.00     0.00   +0.0482      3.04%
doctors                 163873     0.00     0.00   +0.0482      3.04%
guys                     90741     0.00     0.00   +0.0482      3.03%
forest                  169230     0.00     0.00   +0.0481      3.03%
score                    35744     0.00     0.00   +0.0481      3.03%
cheese                   97263     0.00     0.00   +0.0480      3.02%
cafe                     49985     0.00     0.00   +0.0480      3.02%
farmlands               236328     0.00     0.00   +0.0480      3.02%
festivities              13788     0.00     0.00   +0.0479      3.02%
clime                   146501     0.00     0.00   +0.0479      3.02%
spiderman                22494     0.00     0.00   +0.0479      3.02%
silver                  178278     0.00     0.00   +0.0478      3.01%
dive                     96102     0.00     0.00   +0.0478      3.01%
sees                    187133     0.00     0.00   +0.0477      3.00%
passersby                89910     0.00     0.00   +0.0477      3.00%
selecting               116793     0.00     0.00   +0.0477      3.00%
Care                    248130     0.00     0.00   +0.0476      3.00%
cityscape               248130     0.00     0.00   +0.0476      3.00%
passageway               39921     0.00     0.00   +0.0475      2.99%
pathway                 117732     0.00     0.00   +0.0475      2.99%
against                 222574     0.00     0.00   +0.0475      2.99%
Ship                     72108     0.00     0.00   +0.0475      2.99%
underway                217283     0.00     0.00   +0.0475      2.99%
straining                94665     0.00     0.00   +0.0474      2.99%
trumpet                 240516     0.00     0.00   +0.0474      2.98%
backhand                 81832     0.00     0.00   +0.0473      2.98%
tiny                      7536     0.00     0.00   +0.0472      2.97%
sound                   235251     0.00     0.00   +0.0471      2.97%
ashtray                 199964     0.00     0.00   +0.0471      2.96%
checker                 126442     0.00     0.00   +0.0471      2.96%
hammer                  100051     0.00     0.00   +0.0470      2.96%
stomach                 234370     0.00     0.00   +0.0470      2.96%
gets                    185862     0.00     0.00   +0.0470      2.96%
chasers                  75729     0.00     0.00   +0.0469      2.96%
donations               114252     0.00     0.00   +0.0469      2.96%
asking                  178080     0.00     0.00   +0.0469      2.96%
bored                   112849     0.00     0.00   +0.0469      2.95%
guitarists              112849     0.00     0.00   +0.0469      2.95%
see                      16232     0.00     0.00   +0.0469      2.95%
vehicles                184062     0.00     0.00   +0.0468      2.95%
snake                   141517     0.00     0.00   +0.0468      2.95%
chaparral               150710     0.00     0.00   +0.0468      2.95%
residence               187302     0.00     0.00   +0.0468      2.95%
void                    252490     0.00     0.00   +0.0468      2.95%
intrigued               245385     0.00     0.00   +0.0468      2.95%
mesmerized               84601     0.00     0.00   +0.0468      2.95%
seasoning                49489     0.00     0.00   +0.0467      2.94%
place                   205054     0.00     0.00   +0.0466      2.94%
avoid                    32300     0.00     0.00   +0.0465      2.93%
State                   104584     0.00     0.00   +0.0465      2.93%
failing                  87850     0.00     0.00   +0.0465      2.93%
Solders                 149125     0.00     0.00   +0.0463      2.92%
sprinklers                4540     0.00     0.00   +0.0462      2.91%
Needle                  111920     0.00     0.00   +0.0460      2.90%
Space                    99783     0.00     0.00   +0.0460      2.90%
scooters                218742     0.00     0.00   +0.0460      2.90%
pilot                   241733     0.00     0.00   +0.0460      2.90%
frown                   103990     0.00     0.00   +0.0459      2.89%
egret                    75893     0.00     0.00   +0.0459      2.89%
medical                 227443     0.00     0.00   +0.0458      2.88%
ingredients             217146     0.00     0.00   +0.0457      2.88%
paying                   51601     0.00     0.00   +0.0456      2.87%
huge                     36524     0.00     0.00   +0.0456      2.87%
container               206009     0.00     0.00   +0.0455      2.87%
procedure               199645     0.00     0.00   +0.0455      2.87%
India                   230766     0.00     0.00   +0.0455      2.86%
errands                 178223     0.00     0.00   +0.0455      2.86%
boyfriend                13719     0.00     0.00   +0.0454      2.86%
texts                    24868     0.00     0.00   +0.0454      2.86%
dining                   23538     0.00     0.00   +0.0452      2.85%
Surfers                 184901     0.00     0.00   +0.0451      2.84%
slides                  254633     0.00     0.00   +0.0451      2.84%
peering                 235967     0.00     0.00   +0.0451      2.84%
Viewed                  122935     0.00     0.00   +0.0450      2.83%
bulldozer                 7559     0.00     0.00   +0.0450      2.83%
bakery                   11122     0.00     0.00   +0.0448      2.82%
beaver                  193104     0.00     0.00   +0.0447      2.82%
huddle                  258179     0.00     0.00   +0.0445      2.80%
shoots                  232360     0.00     0.00   +0.0445      2.80%
underwater               90844     0.00     0.00   +0.0444      2.80%
flushed                 194604     0.00     0.00   +0.0444      2.80%
animals                  55977     0.00     0.00   +0.0443      2.79%
turn                     67403     0.00     0.00   +0.0443      2.79%
pieces                   75222     0.00     0.00   +0.0443      2.79%
lips                     11595     0.00     0.00   +0.0442      2.78%
bare                     35848     0.00     0.00   +0.0441      2.78%
arrive                  260846     0.00     0.00   +0.0440      2.77%
leg                     213554     0.00     0.00   +0.0440      2.77%
employees                95821     0.00     0.00   +0.0440      2.77%
examinations            214573     0.00     0.00   +0.0440      2.77%
steering                214573     0.00     0.00   +0.0440      2.77%
Railroad                151375     0.00     0.00   +0.0440      2.77%
spends                  212154     0.00     0.00   +0.0439      2.76%
jar                     256400     0.00     0.00   +0.0439      2.76%
sewer                    91991     0.00     0.00   +0.0437      2.75%
Rescue                  220190     0.00     0.00   +0.0437      2.75%
glows                   163808     0.00     0.00   +0.0435      2.74%
vivid                     9127     0.00     0.00   +0.0435      2.74%
pace                    163759     0.00     0.00   +0.0435      2.74%
cleavage                225905     0.00     0.00   +0.0434      2.73%
seductively             149985     0.00     0.00   +0.0434      2.73%
tan                      57036     0.00     0.00   +0.0433      2.73%
stores                   49050     0.00     0.00   +0.0433      2.72%
portraits               251017     0.00     0.00   +0.0432      2.72%
motocross               175283     0.00     0.00   +0.0431      2.72%
ironing                  83704     0.00     0.00   +0.0430      2.71%
adult                   237268     0.00     0.00   +0.0430      2.71%
reaches                 167487     0.00     0.00   +0.0430      2.71%
cluttered                25457     0.00     0.00   +0.0430      2.71%
toss                     25457     0.00     0.00   +0.0430      2.71%
polo                    182703     0.00     0.00   +0.0429      2.70%
blurred                   4277     0.00     0.00   +0.0428      2.69%
With                    162508     0.00     0.00   +0.0426      2.69%
passing                 135713     0.00     0.00   +0.0425      2.67%
exhibition                3972     0.00     0.00   +0.0424      2.67%
telescope                50242     0.00     0.00   +0.0424      2.67%
cakes                   141168     0.00     0.00   +0.0423      2.66%
knead                   251821     0.00     0.00   +0.0423      2.66%
Grandmas                150076     0.00     0.00   +0.0422      2.66%
attractions             238931     0.00     0.00   +0.0422      2.66%
county                  138231     0.00     0.00   +0.0422      2.66%
fortune                 214948     0.00     0.00   +0.0422      2.66%
room                    220825     0.00     0.00   +0.0421      2.65%
portrait                 76974     0.00     0.00   +0.0420      2.65%
glassy                  235269     0.00     0.00   +0.0419      2.64%
reflections             241049     0.00     0.00   +0.0419      2.64%
enthusiasts             130873     0.00     0.00   +0.0419      2.64%
dirty                     9808     0.00     0.00   +0.0418      2.63%
scientist                97260     0.00     0.00   +0.0418      2.63%
asleep                   25267     0.00     0.00   +0.0417      2.62%
framed                   36757     0.00     0.00   +0.0416      2.62%
lanterns                251912     0.00     0.00   +0.0415      2.62%
carry                    13158     0.00     0.00   +0.0415      2.61%
uniquely                209192     0.00     0.00   +0.0411      2.59%
powder                   66924     0.00     0.00   +0.0408      2.57%
hurdles                 169105     0.00     0.00   +0.0407      2.56%
Claus                   105741     0.00     0.00   +0.0406      2.56%
sleigh                  171106     0.00     0.00   +0.0406      2.56%
Gymnast                  31934     0.00     0.00   +0.0406      2.56%
headphones              155909     0.00     0.00   +0.0405      2.55%
Nine                     90724     0.00     0.00   +0.0405      2.55%
rugby                   167591     0.00     0.00   +0.0405      2.55%
vigorously              210104     0.00     0.00   +0.0405      2.55%
salon                   156588     0.00     0.00   +0.0404      2.54%
photographs             145089     0.00     0.00   +0.0403      2.54%
empty                     9074     0.00     0.00   +0.0402      2.54%
chisels                 122547     0.00     0.00   +0.0402      2.53%
masterpiece             191492     0.00     0.00   +0.0402      2.53%
res                      58258     0.00     0.00   +0.0402      2.53%
discusses                72171     0.00     0.00   +0.0401      2.53%
quaint                   69553     0.00     0.00   +0.0400      2.52%
Tartuffe                153086     0.00     0.00   +0.0399      2.52%
their                   153086     0.00     0.00   +0.0399      2.52%
confusing               213114     0.00     0.00   +0.0399      2.52%
kissed                   13266     0.00     0.00   +0.0399      2.51%
tall                     58694     0.00     0.00   +0.0398      2.51%
catching                147119     0.00     0.00   +0.0395      2.49%
Jewish                  199912     0.00     0.00   +0.0395      2.49%
Torah                   180711     0.00     0.00   +0.0395      2.49%
Railway                 154860     0.00     0.00   +0.0395      2.49%
attach                  218139     0.00     0.00   +0.0395      2.49%
strap                   172461     0.00     0.00   +0.0395      2.49%
curious                  72837     0.00     0.00   +0.0394      2.48%
sludge                   94052     0.00     0.00   +0.0394      2.48%
trinket                  97652     0.00     0.00   +0.0394      2.48%
representing            157689     0.00     0.00   +0.0394      2.48%
decorative              102536     0.00     0.00   +0.0393      2.48%
relaxation              100296     0.00     0.00   +0.0393      2.48%
shady                    97857     0.00     0.00   +0.0393      2.48%
visible                 165114     0.00     0.00   +0.0392      2.47%
drives                  185787     0.00     0.00   +0.0388      2.45%
divider                  83753     0.00     0.00   +0.0387      2.44%
answers                  33893     0.00     0.00   +0.0386      2.43%
pressure                 99990     0.00     0.00   +0.0386      2.43%
Cityscape               259736     0.00     0.00   +0.0384      2.42%
prediction                4947     0.00     0.00   +0.0382      2.41%
decorations             192901     0.00     0.00   +0.0380      2.39%
halloween                67945     0.00     0.00   +0.0380      2.39%
dune                     94021     0.00     0.00   +0.0380      2.39%
